datetime,year,doy,hour,bt,bx_gsm,by_gsm,bz_gsm,temperature,density,speed,ey,kp,dst,f107,ae
2023-09-27 09:00:00,2023,270,9,4.7,0.3,4.4,0.1,49359.0,11.9,462.0,-0.05,33,-5,156.7,351
2023-09-27 10:00:00,2023,270,10,5.1,-0.3,4.5,-0.2,36487.0,15.7,454.0,0.09,33,2,156.7,211
2023-09-27 11:00:00,2023,270,11,5.3,4.4,1.3,0.4,89530.0,5.9,444.0,-0.18,33,-9,156.7,173
2023-09-27 12:00:00,2023,270,12,6.0,5.0,2.8,1.5,31832.0,7.4,439.0,-0.66,27,-11,156.7,118
2023-09-27 13:00:00,2023,270,13,4.7,3.4,1.9,2.0,40777.0,13.8,432.0,-0.86,27,1,156.7,86
2023-09-27 14:00:00,2023,270,14,4.9,-2.6,3.5,1.3,37570.0,22.2,434.0,-0.56,27,8,156.7,49
2023-09-27 15:00:00,2023,270,15,5.2,-2.5,3.8,1.9,40435.0,22.6,423.0,-0.8,30,10,156.7,74
2023-09-27 16:00:00,2023,270,16,3.3,-2.2,2.1,0.7,24004.0,23.0,422.0,-0.3,30,8,156.7,139
2023-09-27 17:00:00,2023,270,17,4.5,-2.1,2.2,-1.7,101973.0,2.1,436.0,0.74,30,-2,156.7,173
2023-09-27 18:00:00,2023,270,18,5.1,-1.0,3.6,-1.6,86445.0,1.7,426.0,0.68,20,-17,156.7,208
2023-09-27 19:00:00,2023,270,19,5.0,1.8,3.9,-0.2,239396.0,1.7,475.0,0.1,20,-17,156.7,179
2023-09-27 20:00:00,2023,270,20,5.2,1.1,4.9,-0.8,153938.0,1.4,466.0,0.37,20,-18,156.7,137
2023-09-27 21:00:00,2023,270,21,5.1,-0.6,4.8,-0.7,154238.0,1.5,447.0,0.31,7,-17,156.7,104
2023-09-27 22:00:00,2023,270,22,5.0,-0.5,4.7,-0.7,153960.0,1.6,455.0,0.32,7,-14,156.7,56
2023-09-27 23:00:00,2023,270,23,4.9,-1.2,4.5,-1.4,153736.0,1.5,435.0,0.61,7,-14,156.7,48
2023-09-28 00:00:00,2023,271,0,5.1,-1.3,4.4,-2.2,146948.0,1.3,439.0,0.97,17,-18,148.4,102
2023-09-28 01:00:00,2023,271,1,5.2,-2.4,3.2,0.2,116565.0,1.3,424.0,-0.08,17,-23,148.4,103
2023-09-28 02:00:00,2023,271,2,5.5,0.9,4.0,-3.2,98573.0,1.0,463.0,1.48,17,-24,148.4,162
2023-09-28 03:00:00,2023,271,3,5.7,-1.4,3.3,-4.3,115598.0,1.2,420.0,1.81,30,-26,148.4,316
2023-09-28 04:00:00,2023,271,4,5.4,-4.6,1.5,0.5,68366.0,1.1,400.0,-0.2,30,-26,148.4,83
2023-09-28 05:00:00,2023,271,5,5.0,-4.5,1.2,1.5,62456.0,1.1,398.0,-0.6,30,-23,148.4,38
2023-09-28 06:00:00,2023,271,6,4.7,-4.0,2.3,1.1,41154.0,1.4,391.0,-0.43,3,-21,148.4,35
2023-09-28 07:00:00,2023,271,7,4.5,-3.7,2.0,0.0,53098.0,1.3,390.0,-0.0,3,-20,148.4,25
2023-09-28 08:00:00,2023,271,8,4.4,-2.6,1.7,-2.2,58385.0,1.3,403.0,0.89,3,-20,148.4,55
2023-09-28 09:00:00,2023,271,9,4.5,-3.7,0.6,-2.3,18543.0,1.4,372.0,0.86,7,-19,148.4,181
2023-09-28 10:00:00,2023,271,10,4.6,-4.4,-0.3,-0.8,24934.0,1.3,367.0,0.29,7,-22,148.4,88
2023-09-28 11:00:00,2023,271,11,4.9,-3.0,2.3,0.3,63330.0,1.2,402.0,-0.12,7,-17,148.4,46
2023-09-28 12:00:00,2023,271,12,4.9,-4.5,0.6,0.9,60413.0,1.9,380.0,-0.34,7,-15,148.4,44
2023-09-28 13:00:00,2023,271,13,5.1,-4.6,1.0,1.4,44603.0,1.9,377.0,-0.53,7,-14,148.4,33
2023-09-28 14:00:00,2023,271,14,5.5,-4.9,0.3,2.3,45467.0,2.0,378.0,-0.87,7,-13,148.4,34
2023-09-28 15:00:00,2023,271,15,5.5,-4.7,2.4,0.1,51815.0,2.2,366.0,-0.04,3,-10,148.4,37
2023-09-28 16:00:00,2023,271,16,5.5,-4.7,2.2,0.7,53095.0,2.4,365.0,-0.26,3,-8,148.4,36
2023-09-28 17:00:00,2023,271,17,5.3,-4.7,0.8,1.1,52123.0,2.5,362.0,-0.4,3,-6,148.4,37
2023-09-28 18:00:00,2023,271,18,5.5,-5.0,-0.2,1.9,45090.0,2.2,378.0,-0.72,0,-5,148.4,42
2023-09-28 19:00:00,2023,271,19,5.5,-3.2,3.3,0.8,46328.0,2.3,363.0,-0.29,0,-5,148.4,50
2023-09-28 20:00:00,2023,271,20,5.2,-3.3,2.7,1.3,42946.0,1.9,356.0,-0.46,0,-5,148.4,38
2023-09-28 21:00:00,2023,271,21,6.0,-0.4,4.9,-0.0,47812.0,2.5,430.0,0.0,20,-1,148.4,54
2023-09-28 22:00:00,2023,271,22,7.1,1.4,6.6,-1.8,44399.0,2.9,427.0,0.77,20,1,148.4,139
2023-09-28 23:00:00,2023,271,23,6.7,0.5,6.5,0.2,45487.0,3.5,418.0,-0.08,20,-2,148.4,186
2023-09-29 00:00:00,2023,272,0,6.9,-0.5,6.7,-0.6,40944.0,2.7,410.0,0.25,20,-4,155.5,49
2023-09-29 01:00:00,2023,272,1,7.3,-0.1,6.9,-2.0,39251.0,2.2,408.0,0.82,20,-2,155.5,139
2023-09-29 02:00:00,2023,272,2,7.5,0.3,6.5,-3.2,30683.0,2.6,405.0,1.3,20,-4,155.5,182
2023-09-29 03:00:00,2023,272,3,7.9,0.2,5.9,-5.2,25859.0,2.7,410.0,2.13,27,-12,155.5,271
2023-09-29 04:00:00,2023,272,4,8.1,0.5,5.4,-6.0,23972.0,2.4,406.0,2.44,27,-19,155.5,416
2023-09-29 05:00:00,2023,272,5,8.0,0.7,4.8,-5.9,40208.0,2.8,393.0,2.32,27,-26,155.5,435
2023-09-29 06:00:00,2023,272,6,8.2,5.4,0.0,-6.2,24568.0,3.4,429.0,2.66,37,-33,155.5,525
2023-09-29 07:00:00,2023,272,7,8.3,5.2,-0.1,-6.4,32980.0,2.8,434.0,2.78,37,-41,155.5,505
2023-09-29 08:00:00,2023,272,8,7.9,3.3,1.3,-6.9,37366.0,2.8,424.0,2.93,37,-44,155.5,482
2023-09-29 09:00:00,2023,272,9,7.7,3.6,1.0,-6.4,61864.0,2.9,418.0,2.68,40,-44,155.5,510
2023-09-29 10:00:00,2023,272,10,8.0,1.6,1.7,-6.8,47085.0,1.9,426.0,2.9,40,-47,155.5,682
2023-09-29 11:00:00,2023,272,11,7.9,-4.8,4.5,-2.2,26020.0,2.2,405.0,0.89,40,-39,155.5,468
2023-09-29 12:00:00,2023,272,12,7.4,-5.2,1.8,4.8,26935.0,2.0,423.0,-2.03,27,-35,155.5,127
2023-09-29 13:00:00,2023,272,13,6.9,-4.4,0.4,5.1,26423.0,4.3,459.0,-2.34,27,-21,155.5,99
2023-09-29 14:00:00,2023,272,14,6.7,-4.7,0.8,4.1,15726.0,7.8,462.0,-1.89,27,-18,155.5,44
2023-09-29 15:00:00,2023,272,15,7.0,-2.9,-2.1,5.8,16091.0,6.6,456.0,-2.64,13,-16,155.5,53
2023-09-29 16:00:00,2023,272,16,6.9,-4.4,-0.9,5.2,12713.0,6.1,454.0,-2.36,13,-14,155.5,34
2023-09-29 17:00:00,2023,272,17,7.1,-5.2,-1.3,4.3,14540.0,5.2,452.0,-1.94,13,-13,155.5,29
2023-09-29 18:00:00,2023,272,18,7.0,-5.5,0.5,3.9,15734.0,5.5,454.0,-1.77,7,-12,155.5,30
2023-09-29 19:00:00,2023,272,19,6.9,-6.2,0.0,2.5,16318.0,4.9,446.0,-1.11,7,-15,155.5,40
2023-09-29 20:00:00,2023,272,20,6.8,-6.1,2.3,1.5,14803.0,4.9,443.0,-0.66,7,-17,155.5,42
2023-09-29 21:00:00,2023,272,21,6.8,-5.3,-0.6,3.4,16471.0,5.0,454.0,-1.54,7,-14,155.5,31
2023-09-29 22:00:00,2023,272,22,6.7,-6.3,1.0,1.4,20679.0,5.0,436.0,-0.61,7,-10,155.5,33
2023-09-29 23:00:00,2023,272,23,6.4,-5.0,2.8,2.0,15886.0,5.3,443.0,-0.89,7,-6,155.5,28
2023-09-30 00:00:00,2023,273,0,6.2,-4.8,2.5,1.4,19602.0,3.9,431.0,-0.6,13,-5,159.5,37
2023-09-30 01:00:00,2023,273,1,6.3,-5.2,2.5,1.0,12278.0,4.2,428.0,-0.43,13,-5,159.5,39
2023-09-30 02:00:00,2023,273,2,6.1,-4.9,2.4,1.8,19165.0,3.8,428.0,-0.77,13,-5,159.5,47
2023-09-30 03:00:00,2023,273,3,5.9,-4.9,3.0,-0.9,20081.0,3.8,422.0,0.38,20,-8,159.5,83
2023-09-30 04:00:00,2023,273,4,5.7,-4.2,0.1,1.7,15488.0,4.5,432.0,-0.73,20,-8,159.5,74
2023-09-30 05:00:00,2023,273,5,5.5,-4.3,1.5,-1.2,21014.0,3.4,418.0,0.5,20,-10,159.5,97
2023-09-30 06:00:00,2023,273,6,5.5,-3.0,2.8,-3.6,15510.0,3.1,424.0,1.53,23,-16,159.5,353
2023-09-30 07:00:00,2023,273,7,5.4,-2.0,1.9,-4.2,18098.0,3.0,430.0,1.81,23,-21,159.5,470
2023-09-30 08:00:00,2023,273,8,5.2,-1.5,2.9,-3.6,29735.0,2.9,427.0,1.54,23,-26,159.5,431
2023-09-30 09:00:00,2023,273,9,5.4,-3.8,1.6,-3.3,18364.0,2.8,406.0,1.34,20,-30,159.5,344
2023-09-30 10:00:00,2023,273,10,5.0,-3.0,1.7,-3.0,25178.0,2.2,405.0,1.22,20,-26,159.5,320
2023-09-30 11:00:00,2023,273,11,5.1,-3.3,1.3,-3.0,29282.0,2.6,390.0,1.17,20,-24,159.5,309
2023-09-30 12:00:00,2023,273,12,5.0,-2.6,2.1,-2.9,19531.0,2.5,407.0,1.18,23,-20,159.5,486
2023-09-30 13:00:00,2023,273,13,5.3,-2.3,1.9,-4.2,25178.0,1.5,416.0,1.75,23,-22,159.5,321
2023-09-30 14:00:00,2023,273,14,5.2,-1.2,0.1,-4.9,24887.0,2.4,410.0,2.01,23,-24,159.5,507
2023-09-30 15:00:00,2023,273,15,4.7,0.7,2.3,-2.4,43862.0,3.5,413.0,0.99,23,-23,159.5,541
2023-09-30 16:00:00,2023,273,16,5.5,-0.1,2.7,-4.6,30770.0,4.5,406.0,1.87,23,-20,159.5,569
2023-09-30 17:00:00,2023,273,17,5.6,1.0,0.9,-5.2,30060.0,4.0,405.0,2.11,23,-20,159.5,588
2023-09-30 18:00:00,2023,273,18,5.1,0.8,1.6,-4.0,25885.0,4.1,409.0,1.64,23,-23,159.5,632
2023-09-30 19:00:00,2023,273,19,5.3,-0.1,2.4,-4.3,30061.0,4.2,396.0,1.7,23,-24,159.5,639
2023-09-30 20:00:00,2023,273,20,5.6,0.7,2.8,-4.3,32004.0,3.7,409.0,1.76,23,-27,159.5,630
2023-09-30 21:00:00,2023,273,21,5.7,0.2,1.1,-5.2,22865.0,3.5,395.0,2.05,23,-29,159.5,606
2023-09-30 22:00:00,2023,273,22,5.5,0.3,0.6,-4.7,22587.0,3.4,394.0,1.85,23,-29,159.5,515
2023-09-30 23:00:00,2023,273,23,5.3,0.2,1.1,-5.1,25294.0,3.4,397.0,2.02,23,-33,159.5,533
2023-10-01 00:00:00,2023,274,0,4.7,-2.0,0.4,1.0,60845.0,5.0,401.0,-0.4,37,-45,161.5,427
2023-10-01 01:00:00,2023,274,1,5.6,-4.3,-1.4,-0.2,72010.0,4.2,368.0,0.07,37,-35,161.5,240
2023-10-01 02:00:00,2023,274,2,4.8,-2.7,2.8,-1.9,78189.0,4.8,384.0,0.73,37,-30,161.5,128
2023-10-01 03:00:00,2023,274,3,5.0,-2.0,4.0,-0.0,66686.0,4.0,389.0,0.0,17,-32,161.5,111
2023-10-01 04:00:00,2023,274,4,4.8,-3.8,0.9,1.1,75296.0,5.2,379.0,-0.42,17,-29,161.5,99
2023-10-01 05:00:00,2023,274,5,4.5,-2.8,1.3,1.4,59135.0,4.2,376.0,-0.53,17,-25,161.5,72
2023-10-01 06:00:00,2023,274,6,4.9,-0.8,3.0,-2.6,85360.0,5.3,396.0,1.03,17,-22,161.5,86
2023-10-01 07:00:00,2023,274,7,5.3,-2.6,2.9,1.6,,3.0,394.0,-0.63,17,-24,161.5,232
2023-10-01 08:00:00,2023,274,8,5.4,-2.5,1.9,4.0,67774.0,5.2,383.0,-1.53,17,-19,161.5,87
2023-10-01 09:00:00,2023,274,9,5.7,-5.0,-2.0,-0.2,77468.0,5.6,368.0,0.07,13,-19,161.5,58
2023-10-01 10:00:00,2023,274,10,6.1,-4.7,-2.5,-2.2,44900.0,4.3,365.0,0.8,13,-21,161.5,82
2023-10-01 11:00:00,2023,274,11,5.3,-1.7,-2.1,-4.0,46545.0,4.3,379.0,1.52,13,-25,161.5,203
2023-10-01 12:00:00,2023,274,12,5.2,-3.5,1.6,-2.0,52186.0,4.6,368.0,0.74,20,-32,161.5,379
2023-10-01 13:00:00,2023,274,13,5.0,-3.2,2.0,-0.9,52650.0,4.4,368.0,0.33,20,-33,161.5,231
2023-10-01 14:00:00,2023,274,14,5.0,-3.4,3.1,0.3,53328.0,4.2,359.0,-0.11,20,-29,161.5,86
2023-10-01 15:00:00,2023,274,15,5.1,-3.9,2.2,1.6,50417.0,4.1,361.0,-0.58,10,-25,161.5,58
2023-10-01 16:00:00,2023,274,16,5.1,-3.7,1.7,1.7,51191.0,4.1,361.0,-0.61,10,-23,161.5,107
2023-10-01 17:00:00,2023,274,17,5.4,-2.5,2.0,4.0,43945.0,4.1,373.0,-1.49,10,-20,161.5,51
2023-10-01 18:00:00,2023,274,18,5.4,-4.0,2.3,2.5,44465.0,4.1,367.0,-0.92,17,-18,161.5,34
2023-10-01 19:00:00,2023,274,19,5.3,-4.1,2.2,-1.4,49657.0,3.9,360.0,0.5,17,-17,161.5,45
2023-10-01 20:00:00,2023,274,20,4.8,-2.2,2.9,-1.3,59651.0,3.9,380.0,0.49,17,-22,161.5,154
2023-10-01 21:00:00,2023,274,21,5.0,-2.8,3.5,0.9,76245.0,3.8,374.0,-0.34,17,-21,161.5,184
2023-10-01 22:00:00,2023,274,22,4.8,-2.0,3.6,1.3,56811.0,4.2,373.0,-0.48,17,-19,161.5,47
2023-10-01 23:00:00,2023,274,23,4.6,-2.7,2.3,-1.9,64273.0,4.9,365.0,0.69,17,-16,161.5,47
2023-10-02 00:00:00,2023,275,0,4.5,-2.2,1.3,-3.6,66686.0,5.4,364.0,1.31,27,-19,157.7,110
2023-10-02 01:00:00,2023,275,1,4.7,-1.8,0.9,-4.1,50823.0,4.8,361.0,1.48,27,-22,157.7,342
2023-10-02 02:00:00,2023,275,2,4.7,-2.2,2.3,-0.7,56385.0,4.6,357.0,0.25,27,-27,157.7,297
2023-10-02 03:00:00,2023,275,3,5.4,-1.2,4.5,-2.3,34995.0,3.8,357.0,0.82,30,-22,157.7,239
2023-10-02 04:00:00,2023,275,4,5.4,-0.8,3.3,-3.8,44534.0,4.8,367.0,1.39,30,-23,157.7,197
2023-10-02 05:00:00,2023,275,5,5.4,-1.6,4.1,-2.4,51588.0,4.4,347.0,0.83,30,-26,157.7,210
2023-10-02 06:00:00,2023,275,6,5.5,-2.2,2.7,-3.4,56658.0,4.4,356.0,1.21,10,-27,157.7,179
2023-10-02 07:00:00,2023,275,7,6.1,-3.2,4.8,-0.9,33797.0,4.0,349.0,0.31,10,-28,157.7,203
2023-10-02 08:00:00,2023,275,8,6.0,-2.4,4.5,-2.7,34032.0,4.1,352.0,0.95,10,-25,157.7,139
2023-10-02 09:00:00,2023,275,9,6.1,-2.2,5.0,-2.3,32718.0,4.2,354.0,0.81,13,-26,157.7,175
2023-10-02 10:00:00,2023,275,10,6.2,-2.6,5.5,-1.0,31451.0,3.9,348.0,0.35,13,-24,157.7,267
2023-10-02 11:00:00,2023,275,11,6.1,-2.9,5.4,-0.1,30086.0,3.8,341.0,0.03,13,-21,157.7,153
2023-10-02 12:00:00,2023,275,12,5.6,-2.2,4.5,2.0,45177.0,4.8,363.0,-0.73,17,-16,157.7,85
2023-10-02 13:00:00,2023,275,13,5.3,-0.3,2.6,-0.8,69040.0,4.2,378.0,0.3,17,-13,157.7,77
2023-10-02 14:00:00,2023,275,14,4.5,-3.6,1.6,0.4,45776.0,5.9,354.0,-0.14,17,-16,157.7,52
2023-10-02 15:00:00,2023,275,15,4.7,-1.1,3.6,-0.3,57521.0,5.4,361.0,0.11,13,-14,157.7,70
2023-10-02 16:00:00,2023,275,16,4.3,1.6,2.0,-2.1,62340.0,5.9,371.0,0.78,13,-13,157.7,60
2023-10-02 17:00:00,2023,275,17,3.8,-0.7,-0.9,-2.4,66110.0,5.9,360.0,0.86,13,-16,157.7,243
2023-10-02 18:00:00,2023,275,18,4.2,1.2,0.7,-3.9,60413.0,5.9,370.0,1.44,13,-15,157.7,307
2023-10-02 19:00:00,2023,275,19,3.2,-0.3,1.6,-0.6,68010.0,5.8,363.0,0.22,13,-18,157.7,139
2023-10-02 20:00:00,2023,275,20,3.5,-0.6,2.3,-1.2,59653.0,6.1,359.0,0.43,13,-18,157.7,77
2023-10-02 21:00:00,2023,275,21,3.6,-1.3,1.0,-2.4,53008.0,5.6,349.0,0.84,23,-17,157.7,97
2023-10-02 22:00:00,2023,275,22,3.6,-0.9,2.5,-0.5,55077.0,6.2,346.0,0.17,23,-17,157.7,145
2023-10-02 23:00:00,2023,275,23,3.3,-1.3,0.2,-2.2,59335.0,5.9,342.0,0.75,23,-11,157.7,49
2023-10-03 00:00:00,2023,276,0,3.2,-0.2,2.0,-0.6,52432.0,5.4,348.0,0.21,7,-8,153.8,42
2023-10-03 01:00:00,2023,276,1,2.8,-0.5,1.0,-2.0,52745.0,5.6,347.0,0.69,7,-7,153.8,37
2023-10-03 02:00:00,2023,276,2,3.1,-1.4,1.1,-1.6,55917.0,5.1,341.0,0.55,7,-9,153.8,55
2023-10-03 03:00:00,2023,276,3,3.1,-1.2,2.4,1.0,60835.0,4.9,339.0,-0.34,20,-11,153.8,66
2023-10-03 04:00:00,2023,276,4,3.3,-1.3,2.0,-0.9,55164.0,5.0,340.0,0.31,20,-13,153.8,55
2023-10-03 05:00:00,2023,276,5,4.0,-0.6,2.1,-2.4,39121.0,4.5,340.0,0.82,20,-13,153.8,125
2023-10-03 06:00:00,2023,276,6,4.1,-1.0,3.7,0.4,51144.0,4.2,341.0,-0.14,13,-13,153.8,185
2023-10-03 07:00:00,2023,276,7,4.4,-1.8,3.7,0.5,49958.0,4.0,336.0,-0.17,13,-11,153.8,88
2023-10-03 08:00:00,2023,276,8,4.7,-3.5,2.3,0.6,33893.0,3.5,323.0,-0.19,13,-9,153.8,44
2023-10-03 09:00:00,2023,276,9,4.5,-3.4,1.3,-2.1,35727.0,3.8,321.0,0.67,10,-9,153.8,65
2023-10-03 10:00:00,2023,276,10,5.0,-2.5,4.0,-1.0,31271.0,4.0,326.0,0.33,10,-13,153.8,72
2023-10-03 11:00:00,2023,276,11,4.9,-2.7,1.8,-2.6,35677.0,4.4,328.0,0.85,10,-18,153.8,172
2023-10-03 12:00:00,2023,276,12,6.1,-3.3,3.3,-3.6,32724.0,6.3,340.0,1.22,20,-12,153.8,381
2023-10-03 13:00:00,2023,276,13,7.1,-1.9,1.7,-6.4,42166.0,10.9,355.0,2.27,20,-15,153.8,528
2023-10-03 14:00:00,2023,276,14,7.0,-1.7,0.2,-6.2,37511.0,11.6,342.0,2.12,20,-23,153.8,647
2023-10-03 15:00:00,2023,276,15,7.2,-1.7,-3.4,-6.0,34277.0,12.8,340.0,2.04,23,-30,153.8,631
2023-10-03 16:00:00,2023,276,16,7.9,-5.1,1.1,-5.4,45920.0,13.4,343.0,1.85,23,-33,153.8,481
2023-10-03 17:00:00,2023,276,17,7.5,-6.0,1.8,-3.9,37613.0,10.9,334.0,1.3,23,-38,153.8,382
2023-10-03 18:00:00,2023,276,18,7.7,-6.3,2.1,-3.7,35134.0,11.4,330.0,1.22,20,-36,153.8,292
2023-10-03 19:00:00,2023,276,19,7.2,-4.9,3.3,-3.1,42807.0,11.5,334.0,1.04,20,-28,153.8,144
2023-10-03 20:00:00,2023,276,20,8.2,-5.8,3.5,-2.6,83350.0,4.2,341.0,0.89,20,-30,153.8,161
2023-10-03 21:00:00,2023,276,21,7.5,-5.1,5.1,-1.5,56378.0,5.4,351.0,0.53,20,-26,153.8,402
2023-10-03 22:00:00,2023,276,22,7.5,-6.1,3.7,-2.0,78907.0,6.9,366.0,0.73,20,-25,153.8,262
2023-10-03 23:00:00,2023,276,23,8.0,-4.3,6.1,-2.4,76195.0,6.2,373.0,0.9,20,-25,153.8,254
2023-10-04 00:00:00,2023,277,0,7.7,-4.2,6.2,-0.9,78608.0,6.5,369.0,0.33,27,-21,155.1,381
2023-10-04 01:00:00,2023,277,1,8.3,-6.2,5.3,-1.2,71246.0,6.4,354.0,0.42,27,-20,155.1,235
2023-10-04 02:00:00,2023,277,2,8.4,-5.9,5.2,-1.5,62549.0,6.6,353.0,0.53,27,-17,155.1,190
2023-10-04 03:00:00,2023,277,3,8.3,-5.4,5.7,-0.8,64476.0,5.7,343.0,0.27,23,-20,155.1,206
2023-10-04 04:00:00,2023,277,4,7.8,-6.2,1.3,-4.2,57687.0,7.0,339.0,1.42,23,-19,155.1,200
2023-10-04 05:00:00,2023,277,5,9.2,-3.0,7.9,-0.2,52121.0,5.3,344.0,0.07,23,-23,155.1,204
2023-10-04 06:00:00,2023,277,6,9.2,-3.5,8.2,-1.4,56474.0,4.6,345.0,0.48,27,-21,155.1,140
2023-10-04 07:00:00,2023,277,7,8.6,-2.9,6.4,-4.8,71910.0,5.5,356.0,1.71,27,-20,155.1,207
2023-10-04 08:00:00,2023,277,8,8.3,-4.0,6.4,-0.7,95879.0,4.6,343.0,0.24,27,-23,155.1,383
2023-10-04 09:00:00,2023,277,9,8.1,-3.5,6.3,-3.1,84533.0,5.3,345.0,1.07,20,-18,155.1,309
2023-10-04 10:00:00,2023,277,10,7.8,-3.4,5.0,-4.7,69899.0,6.1,349.0,1.64,20,-18,155.1,245
2023-10-04 11:00:00,2023,277,11,7.2,-4.8,2.8,-4.2,85532.0,8.2,344.0,1.44,20,-27,155.1,377
2023-10-04 12:00:00,2023,277,12,7.2,-5.3,2.2,-3.8,86794.0,7.5,344.0,1.31,17,-32,155.1,454
2023-10-04 13:00:00,2023,277,13,7.2,-1.5,5.0,-1.4,71451.0,5.2,344.0,0.48,17,-33,155.1,357
2023-10-04 14:00:00,2023,277,14,6.9,1.9,5.7,-0.9,79457.0,5.3,356.0,0.32,17,-29,155.1,242
2023-10-04 15:00:00,2023,277,15,7.0,0.1,6.6,0.5,87165.0,4.6,344.0,-0.17,17,-26,155.1,100
2023-10-04 16:00:00,2023,277,16,6.9,-2.4,5.8,-1.7,90124.0,4.2,337.0,0.57,17,-20,155.1,164
2023-10-04 17:00:00,2023,277,17,7.1,-1.3,6.1,-0.2,70806.0,4.9,358.0,0.07,17,-18,155.1,222
2023-10-04 18:00:00,2023,277,18,7.2,-2.7,5.9,-0.7,141725.0,6.2,381.0,0.27,20,-17,155.1,118
2023-10-04 19:00:00,2023,277,19,8.3,-0.8,7.3,1.8,82200.0,5.4,370.0,-0.67,20,-16,155.1,73
2023-10-04 20:00:00,2023,277,20,8.4,-4.2,2.9,-5.7,84168.0,5.2,398.0,2.27,20,-14,155.1,98
2023-10-04 21:00:00,2023,277,21,8.6,-4.9,4.0,-4.2,56375.0,7.3,399.0,1.68,33,-21,155.1,308
2023-10-04 22:00:00,2023,277,22,7.8,-1.6,7.1,0.0,78140.0,6.5,410.0,-0.0,33,-26,155.1,431
2023-10-04 23:00:00,2023,277,23,6.8,-1.6,5.1,-1.3,101405.0,6.5,412.0,0.54,33,-22,155.1,314
2023-10-05 00:00:00,2023,278,0,6.2,-1.5,3.8,-2.1,99690.0,6.5,414.0,0.87,40,-16,156.1,376
2023-10-05 01:00:00,2023,278,1,7.3,-0.8,-0.3,-6.7,100074.0,5.8,427.0,2.86,40,-20,156.1,546
2023-10-05 02:00:00,2023,278,2,6.7,-0.2,1.5,-6.2,150348.0,4.5,426.0,2.64,40,-36,156.1,543
2023-10-05 03:00:00,2023,278,3,5.1,-0.4,3.9,-2.7,163941.0,4.3,420.0,1.13,50,-48,156.1,520
2023-10-05 04:00:00,2023,278,4,6.0,-1.0,1.5,-4.6,118330.0,4.7,432.0,1.99,50,-42,156.1,595
2023-10-05 05:00:00,2023,278,5,4.5,-1.2,-2.3,-1.4,75934.0,8.3,433.0,0.61,50,-37,156.1,610
2023-10-05 06:00:00,2023,278,6,5.1,-2.6,-4.0,-1.6,62268.0,6.5,430.0,0.69,20,-38,156.1,215
2023-10-05 07:00:00,2023,278,7,5.5,-3.5,-3.8,-1.6,54038.0,5.5,426.0,0.68,20,-35,156.1,200
2023-10-05 08:00:00,2023,278,8,5.4,-3.7,-1.3,-3.5,62550.0,5.1,427.0,1.49,20,-31,156.1,243
2023-10-05 09:00:00,2023,278,9,4.7,1.5,2.7,-2.3,52397.0,6.1,431.0,0.99,30,-36,156.1,348
2023-10-05 10:00:00,2023,278,10,4.7,0.6,1.4,-2.9,72806.0,3.8,421.0,1.22,30,-37,156.1,361
2023-10-05 11:00:00,2023,278,11,3.9,-0.5,0.5,-0.5,94377.0,3.8,419.0,0.21,30,-29,156.1,449
2023-10-05 12:00:00,2023,278,12,4.3,-1.4,-0.2,-3.3,91441.0,3.7,419.0,1.38,20,-26,156.1,344
2023-10-05 13:00:00,2023,278,13,3.8,1.7,1.5,1.9,118942.0,3.9,419.0,-0.8,20,-28,156.1,275
2023-10-05 14:00:00,2023,278,14,4.3,1.3,3.6,1.4,130561.0,3.3,418.0,-0.59,20,-29,156.1,73
2023-10-05 15:00:00,2023,278,15,3.7,1.5,2.6,1.1,122463.0,3.1,419.0,-0.46,7,-24,156.1,144
2023-10-05 16:00:00,2023,278,16,3.3,0.8,2.5,1.0,125565.0,3.0,421.0,-0.42,7,-22,156.1,97
2023-10-05 17:00:00,2023,278,17,3.6,0.5,3.3,-0.3,97659.0,3.1,425.0,0.13,7,-21,156.1,62
2023-10-05 18:00:00,2023,278,18,3.5,0.5,2.7,-0.7,98755.0,3.4,419.0,0.29,7,-18,156.1,55
2023-10-05 19:00:00,2023,278,19,4.2,0.2,3.6,0.7,97022.0,3.7,412.0,-0.29,7,-17,156.1,95
2023-10-05 20:00:00,2023,278,20,4.1,0.6,1.9,3.2,84098.0,3.3,417.0,-1.33,7,-20,156.1,56
2023-10-05 21:00:00,2023,278,21,3.9,1.8,2.4,2.3,72645.0,3.0,435.0,-1.0,20,-19,156.1,31
2023-10-05 22:00:00,2023,278,22,4.1,0.3,1.7,-1.0,92137.0,3.9,446.0,0.45,20,-14,156.1,76
2023-10-05 23:00:00,2023,278,23,4.4,-1.1,0.6,1.2,135588.0,8.0,486.0,-0.58,20,-10,156.1,148
2023-10-06 00:00:00,2023,279,0,4.3,2.8,-0.5,0.6,116769.0,9.2,471.0,-0.28,20,-7,155.3,101
2023-10-06 01:00:00,2023,279,1,4.6,0.0,-1.3,-1.1,115230.0,10.1,454.0,0.5,20,-7,155.3,108
2023-10-06 02:00:00,2023,279,2,7.0,-0.4,4.2,1.1,70813.0,8.8,451.0,-0.5,20,-11,155.3,106
2023-10-06 03:00:00,2023,279,3,5.9,-0.6,-0.9,1.4,138938.0,9.1,456.0,-0.64,23,-17,155.3,184
