datetime,year,doy,hour,bt,bx_gsm,by_gsm,bz_gsm,temperature,density,speed,ey,kp,dst,f107,ae
2023-01-01 00:00:00,2023,1,0,5.6,-1.9,4.6,0.4,111138.0,2.4,603.0,-0.24,23,-23,147.5,132
2023-01-01 01:00:00,2023,1,1,5.0,-3.9,-0.7,0.5,157287.0,2.6,582.0,-0.29,23,-21,147.5,97
2023-01-01 02:00:00,2023,1,2,5.2,-3.9,-1.5,1.2,143309.0,2.6,581.0,-0.7,23,-23,147.5,133
2023-01-01 03:00:00,2023,1,3,5.0,-3.4,1.4,0.6,138155.0,2.4,576.0,-0.35,30,-26,147.5,180
2023-01-01 04:00:00,2023,1,4,4.9,-2.4,2.6,1.0,130313.0,2.5,585.0,-0.58,30,-26,147.5,139
2023-01-01 05:00:00,2023,1,5,4.8,-3.5,0.7,1.7,125800.0,2.5,569.0,-0.97,30,-23,147.5,55
2023-01-01 06:00:00,2023,1,6,4.8,-4.6,-0.1,0.2,126272.0,2.3,548.0,-0.11,20,-19,147.5,95
2023-01-01 07:00:00,2023,1,7,4.8,-4.5,0.6,1.0,131445.0,2.2,543.0,-0.54,20,-17,147.5,243
2023-01-01 08:00:00,2023,1,8,4.8,-3.2,2.0,0.7,120878.0,2.4,553.0,-0.39,20,-16,147.5,141
2023-01-01 09:00:00,2023,1,9,4.9,-2.4,2.0,-2.0,101674.0,2.4,559.0,1.12,27,-15,147.5,227
2023-01-01 10:00:00,2023,1,10,5.0,-3.2,2.8,0.6,83809.0,2.3,546.0,-0.33,27,-19,147.5,458
2023-01-01 11:00:00,2023,1,11,4.8,-3.8,-0.4,2.6,99753.0,2.4,541.0,-1.41,27,-19,147.5,147
2023-01-01 12:00:00,2023,1,12,4.7,-3.4,1.8,-0.2,120895.0,2.4,535.0,0.11,17,-17,147.5,42
2023-01-01 13:00:00,2023,1,13,4.7,-2.6,2.8,-0.7,114336.0,2.7,537.0,0.38,17,-16,147.5,82
2023-01-01 14:00:00,2023,1,14,4.7,-1.3,4.1,-1.0,103012.0,2.6,539.0,0.54,17,-20,147.5,153
2023-01-01 15:00:00,2023,1,15,4.7,-2.6,3.0,-0.3,105619.0,2.6,522.0,0.16,27,-18,147.5,375
2023-01-01 16:00:00,2023,1,16,4.5,-3.3,2.4,-0.2,124735.0,2.7,515.0,0.1,27,-19,147.5,200
2023-01-01 17:00:00,2023,1,17,3.9,-1.1,2.3,-1.6,147645.0,2.9,525.0,0.84,27,-16,147.5,176
2023-01-01 18:00:00,2023,1,18,4.2,0.1,2.2,-2.4,126711.0,3.0,523.0,1.26,37,-19,147.5,370
2023-01-01 19:00:00,2023,1,19,4.8,-0.0,3.3,-2.9,112862.0,2.9,523.0,1.52,37,-23,147.5,487
2023-01-01 20:00:00,2023,1,20,3.5,-1.1,1.1,-0.7,162523.0,3.5,513.0,0.36,37,-24,147.5,756
2023-01-01 21:00:00,2023,1,21,4.5,-4.0,0.8,1.4,149738.0,2.9,487.0,-0.68,40,-19,147.5,257
2023-01-01 22:00:00,2023,1,22,4.4,-3.6,-0.2,-1.4,137384.0,3.0,487.0,0.68,40,-12,147.5,199
2023-01-01 23:00:00,2023,1,23,4.6,-1.8,1.2,-2.3,125401.0,3.0,499.0,1.15,40,-17,147.5,222
2023-01-02 00:00:00,2023,2,0,4.6,-0.6,3.0,-1.5,122840.0,3.1,505.0,0.76,20,-17,141.5,153
2023-01-02 01:00:00,2023,2,1,4.7,-1.1,3.3,-0.6,106846.0,3.0,503.0,0.3,20,-20,141.5,90
2023-01-02 02:00:00,2023,2,2,4.6,-2.0,3.2,1.5,99071.0,3.0,500.0,-0.75,20,-20,141.5,73
2023-01-02 03:00:00,2023,2,3,4.6,-3.2,1.2,2.4,85018.0,2.8,486.0,-1.17,20,-18,141.5,62
2023-01-02 04:00:00,2023,2,4,4.8,-0.8,4.0,-0.2,85618.0,3.0,507.0,0.1,20,-15,141.5,72
2023-01-02 05:00:00,2023,2,5,4.5,-3.4,1.0,2.1,86212.0,2.9,479.0,-1.01,20,-20,141.5,58
2023-01-02 06:00:00,2023,2,6,4.2,-3.0,2.1,1.2,73818.0,2.7,477.0,-0.57,10,-18,141.5,76
2023-01-02 07:00:00,2023,2,7,4.2,-3.4,1.8,1.4,63770.0,2.6,475.0,-0.67,10,-13,141.5,75
2023-01-02 08:00:00,2023,2,8,3.9,-3.3,1.4,1.2,68417.0,2.6,473.0,-0.57,10,-9,141.5,72
2023-01-02 09:00:00,2023,2,9,2.7,1.4,0.1,-1.3,94122.0,3.1,487.0,0.63,17,-6,141.5,31
2023-01-02 10:00:00,2023,2,10,2.5,1.5,-0.6,-1.2,87577.0,3.0,478.0,0.57,17,-8,141.5,87
2023-01-02 11:00:00,2023,2,11,3.0,-1.6,1.6,-0.8,85190.0,3.0,455.0,0.36,17,-13,141.5,164
2023-01-02 12:00:00,2023,2,12,3.4,-0.3,-1.9,-2.6,72614.0,3.4,459.0,1.19,13,-10,141.5,176
2023-01-02 13:00:00,2023,2,13,3.5,-0.1,0.7,-2.6,76904.0,3.8,456.0,1.19,13,-10,141.5,219
2023-01-02 14:00:00,2023,2,14,3.9,1.0,3.4,0.9,56066.0,3.1,455.0,-0.41,13,-15,141.5,131
2023-01-02 15:00:00,2023,2,15,2.8,0.5,1.6,0.3,69746.0,3.3,443.0,-0.13,13,-13,141.5,136
2023-01-02 16:00:00,2023,2,16,2.5,-1.4,0.8,0.1,75615.0,4.0,423.0,-0.04,13,-15,141.5,137
2023-01-02 17:00:00,2023,2,17,3.4,-2.0,2.5,0.1,62380.0,4.1,416.0,-0.04,13,-15,141.5,190
2023-01-02 18:00:00,2023,2,18,3.6,-1.4,2.5,0.3,59769.0,4.4,416.0,-0.12,20,-11,141.5,62
2023-01-02 19:00:00,2023,2,19,3.5,-1.3,0.9,-1.4,65882.0,4.7,419.0,0.59,20,-8,141.5,56
2023-01-02 20:00:00,2023,2,20,3.5,0.3,0.3,-1.9,73645.0,4.4,418.0,0.79,20,-9,141.5,142
2023-01-02 21:00:00,2023,2,21,3.7,1.3,1.6,-2.8,71164.0,4.5,418.0,1.17,30,-10,141.5,296
2023-01-02 22:00:00,2023,2,22,3.9,0.7,0.3,-3.0,72474.0,4.4,415.0,1.25,30,-8,141.5,143
2023-01-02 23:00:00,2023,2,23,3.7,-0.3,2.8,-1.0,73063.0,4.4,414.0,0.41,30,-9,141.5,230
2023-01-03 00:00:00,2023,3,0,3.2,-0.7,1.7,1.1,80324.0,4.6,414.0,-0.46,13,-8,146.9,46
2023-01-03 01:00:00,2023,3,1,3.4,-1.7,1.6,1.2,74410.0,4.2,409.0,-0.49,13,-10,146.9,32
2023-01-03 02:00:00,2023,3,2,3.9,-0.3,1.5,3.4,60560.0,4.2,415.0,-1.41,13,-13,146.9,20
2023-01-03 03:00:00,2023,3,3,3.8,-2.0,1.1,2.0,60649.0,3.9,402.0,-0.8,3,-12,146.9,21
2023-01-03 04:00:00,2023,3,4,3.3,0.3,0.7,-1.1,73376.0,3.8,415.0,0.46,3,-6,146.9,25
2023-01-03 05:00:00,2023,3,5,3.3,0.7,2.6,0.3,71081.0,3.6,414.0,-0.12,3,-5,146.9,19
2023-01-03 06:00:00,2023,3,6,2.7,-0.0,1.2,-1.1,80067.0,3.9,409.0,0.45,7,-5,146.9,21
2023-01-03 07:00:00,2023,3,7,2.4,0.6,-0.1,-1.7,78052.0,3.8,409.0,0.7,7,-3,146.9,38
2023-01-03 08:00:00,2023,3,8,2.7,2.1,-0.4,-0.5,70693.0,3.7,411.0,0.21,7,-4,146.9,96
2023-01-03 09:00:00,2023,3,9,3.0,-0.3,2.4,1.0,65080.0,3.7,390.0,-0.39,3,-5,146.9,77
2023-01-03 10:00:00,2023,3,10,3.0,-0.6,2.7,-0.0,69157.0,4.0,387.0,0.0,3,-2,146.9,45
2023-01-03 11:00:00,2023,3,11,2.9,-0.4,2.2,-1.2,63887.0,4.0,387.0,0.46,3,-6,146.9,83
2023-01-03 12:00:00,2023,3,12,2.7,-1.4,1.7,-0.4,67081.0,3.8,378.0,0.15,10,-9,146.9,122
2023-01-03 13:00:00,2023,3,13,3.3,-3.1,-0.0,-0.2,63483.0,3.7,366.0,0.07,10,-10,146.9,70
2023-01-03 14:00:00,2023,3,14,3.3,-2.9,-0.6,0.7,66328.0,4.4,373.0,-0.26,10,-9,146.9,33
2023-01-03 15:00:00,2023,3,15,3.4,0.7,1.1,-2.5,59545.0,4.6,385.0,0.96,20,-10,146.9,91
2023-01-03 16:00:00,2023,3,16,4.8,1.4,2.2,-2.9,50088.0,4.8,387.0,1.12,20,-13,146.9,285
2023-01-03 17:00:00,2023,3,17,5.4,0.6,0.1,-3.5,61460.0,5.4,390.0,1.36,20,-15,146.9,447
2023-01-03 18:00:00,2023,3,18,6.4,-5.8,0.7,-0.4,78555.0,5.7,383.0,0.15,23,-16,146.9,313
2023-01-03 19:00:00,2023,3,19,5.3,1.3,2.6,-0.4,86914.0,7.3,393.0,0.16,23,-14,146.9,270
2023-01-03 20:00:00,2023,3,20,5.8,3.1,4.5,0.5,88598.0,7.6,404.0,-0.2,23,-7,146.9,214
2023-01-03 21:00:00,2023,3,21,5.8,2.8,3.1,1.0,87751.0,8.7,409.0,-0.41,27,3,146.9,175
2023-01-03 22:00:00,2023,3,22,7.4,1.2,4.6,0.0,117278.0,11.8,418.0,-0.0,27,11,146.9,230
2023-01-03 23:00:00,2023,3,23,9.1,1.6,6.5,-4.4,110663.0,13.6,426.0,1.87,27,0,146.9,407
2023-01-04 00:00:00,2023,4,0,11.1,2.7,10.1,-1.9,74512.0,14.1,429.0,0.82,40,-8,146.0,407
2023-01-04 01:00:00,2023,4,1,11.8,5.8,10.0,-2.0,38583.0,14.3,433.0,0.87,40,-5,146.0,456
2023-01-04 02:00:00,2023,4,2,10.3,6.1,7.8,-2.2,38751.0,17.3,428.0,0.94,40,-13,146.0,414
2023-01-04 03:00:00,2023,4,3,12.1,0.6,5.1,-9.6,18241.0,5.4,417.0,4.0,47,-27,146.0,264
2023-01-04 04:00:00,2023,4,4,13.0,-1.0,7.0,-10.8,11536.0,3.2,410.0,4.43,47,-36,146.0,455
2023-01-04 05:00:00,2023,4,5,14.2,-1.9,10.0,-9.8,12808.0,3.6,413.0,4.05,47,-39,146.0,510
2023-01-04 06:00:00,2023,4,6,16.1,-2.6,11.5,-10.9,16386.0,3.3,418.0,4.56,43,-45,146.0,594
2023-01-04 07:00:00,2023,4,7,17.3,-2.4,14.4,-9.3,26502.0,5.2,418.0,3.89,43,-54,146.0,731
2023-01-04 08:00:00,2023,4,8,18.4,0.0,17.6,-5.0,14901.0,7.3,418.0,2.09,43,-58,146.0,721
2023-01-04 09:00:00,2023,4,9,18.7,-0.6,18.5,-2.6,14856.0,7.1,416.0,1.08,33,-61,146.0,533
2023-01-04 10:00:00,2023,4,10,18.8,-0.4,18.7,0.8,8636.0,5.3,410.0,-0.33,33,-50,146.0,496
2023-01-04 11:00:00,2023,4,11,18.8,-0.9,18.4,3.6,6326.0,4.6,401.0,-1.44,33,-46,146.0,417
2023-01-04 12:00:00,2023,4,12,18.7,-0.4,17.1,7.3,8101.0,3.8,400.0,-2.92,33,-42,146.0,235
2023-01-04 13:00:00,2023,4,13,18.2,-2.1,13.9,11.4,17297.0,4.9,402.0,-4.58,33,-39,146.0,131
2023-01-04 14:00:00,2023,4,14,16.8,-0.6,9.7,11.9,35285.0,12.2,398.0,-4.74,33,-29,146.0,165
2023-01-04 15:00:00,2023,4,15,15.4,1.1,9.0,11.1,28390.0,25.4,399.0,-4.43,20,-15,146.0,144
2023-01-04 16:00:00,2023,4,16,15.6,1.3,3.8,15.0,13834.0,23.8,397.0,-5.96,20,-10,146.0,89
2023-01-04 17:00:00,2023,4,17,15.8,0.0,4.9,14.9,21130.0,16.1,404.0,-6.02,20,-8,146.0,55
2023-01-04 18:00:00,2023,4,18,16.5,2.2,3.8,15.8,25436.0,11.6,400.0,-6.32,17,-7,146.0,30
2023-01-04 19:00:00,2023,4,19,16.8,1.4,-1.9,16.5,24408.0,13.9,397.0,-6.55,17,-2,146.0,36
2023-01-04 20:00:00,2023,4,20,17.3,1.7,-4.6,16.5,19095.0,12.3,388.0,-6.4,17,-2,146.0,30
2023-01-04 21:00:00,2023,4,21,17.6,0.7,-7.2,16.0,16898.0,10.1,385.0,-6.16,7,-1,146.0,21
2023-01-04 22:00:00,2023,4,22,17.5,0.7,-9.1,14.8,22020.0,11.1,382.0,-5.65,7,-2,146.0,17
2023-01-04 23:00:00,2023,4,23,17.0,0.8,-11.4,12.4,35891.0,11.6,381.0,-4.72,7,-2,146.0,15
2023-01-05 00:00:00,2023,5,0,16.8,-0.3,-11.4,12.2,43391.0,12.6,382.0,-4.66,3,1,149.2,13
2023-01-05 01:00:00,2023,5,1,16.8,-0.2,-11.3,12.1,45593.0,12.9,381.0,-4.61,3,1,149.2,12
2023-01-05 02:00:00,2023,5,2,17.7,0.6,-12.1,12.9,25325.0,11.5,381.0,-4.91,3,-1,149.2,14
2023-01-05 03:00:00,2023,5,3,19.1,1.1,-12.8,14.2,21338.0,13.0,385.0,-5.47,7,2,149.2,22
2023-01-05 04:00:00,2023,5,4,20.0,1.7,-15.5,12.4,23628.0,14.2,388.0,-4.81,7,8,149.2,23
2023-01-05 05:00:00,2023,5,5,19.4,1.7,-15.8,11.2,30623.0,14.5,384.0,-4.3,7,10,149.2,29
2023-01-05 06:00:00,2023,5,6,19.3,0.4,-15.2,11.8,59208.0,17.1,381.0,-4.5,10,11,149.2,27
2023-01-05 07:00:00,2023,5,7,19.3,1.6,-16.6,9.6,65064.0,18.2,378.0,-3.63,10,14,149.2,44
2023-01-05 08:00:00,2023,5,8,18.3,1.4,-15.4,9.7,65744.0,17.7,377.0,-3.66,10,16,149.2,70
2023-01-05 09:00:00,2023,5,9,18.2,1.8,-16.4,7.3,42396.0,14.6,374.0,-2.73,13,13,149.2,61
2023-01-05 10:00:00,2023,5,10,16.9,2.4,-14.4,7.0,39049.0,14.1,368.0,-2.58,13,11,149.2,43
2023-01-05 11:00:00,2023,5,11,16.6,2.7,-12.9,4.5,34712.0,12.7,363.0,-1.63,13,9,149.2,50
2023-01-05 12:00:00,2023,5,12,15.6,0.7,-13.3,-6.9,42201.0,10.3,356.0,2.46,27,1,149.2,237
2023-01-05 13:00:00,2023,5,13,14.4,0.7,-14.0,-3.1,48600.0,12.1,358.0,1.11,27,-4,149.2,349
2023-01-05 14:00:00,2023,5,14,14.1,1.0,-11.2,-8.4,53004.0,7.4,353.0,2.97,27,-10,149.2,220
2023-01-05 15:00:00,2023,5,15,13.0,1.2,-9.8,-8.5,59441.0,8.1,349.0,2.97,30,-8,149.2,539
2023-01-05 16:00:00,2023,5,16,12.1,1.0,-9.8,-6.4,55675.0,9.1,355.0,2.27,30,-15,149.2,388
2023-01-05 17:00:00,2023,5,17,11.9,2.6,-10.2,-4.9,52339.0,8.5,345.0,1.69,30,-18,149.2,390
2023-01-05 18:00:00,2023,5,18,11.6,1.8,-9.6,-5.9,56847.0,7.7,351.0,2.07,27,-20,149.2,348
2023-01-05 19:00:00,2023,5,19,11.1,0.9,-7.9,-6.8,70239.0,7.4,360.0,2.45,27,-22,149.2,310
2023-01-05 20:00:00,2023,5,20,10.8,2.4,-8.0,-5.8,66345.0,6.9,345.0,2.0,27,-24,149.2,347
2023-01-05 21:00:00,2023,5,21,11.3,3.1,-8.8,-5.5,86348.0,6.0,342.0,1.88,27,-26,149.2,555
2023-01-05 22:00:00,2023,5,22,11.0,2.8,-9.9,-3.5,96860.0,5.0,344.0,1.2,27,-26,149.2,335
2023-01-05 23:00:00,2023,5,23,8.9,-0.7,-7.5,4.1,308427.0,4.4,355.0,-1.46,27,-22,149.2,142
2023-01-06 00:00:00,2023,6,0,8.4,0.2,-6.4,4.1,,4.4,352.0,-1.44,10,-19,166.7,70
2023-01-06 01:00:00,2023,6,1,8.2,-1.7,-4.1,6.4,243193.0,4.1,357.0,-2.28,10,-16,166.7,48
2023-01-06 02:00:00,2023,6,2,8.5,1.1,-5.3,6.2,227973.0,4.2,340.0,-2.11,10,-17,166.7,27
2023-01-06 03:00:00,2023,6,3,10.0,-0.3,-7.6,4.9,239434.0,3.9,358.0,-1.75,3,-18,166.7,35
2023-01-06 04:00:00,2023,6,4,10.9,0.7,-10.1,4.1,,3.0,358.0,-1.47,3,-20,166.7,41
2023-01-06 05:00:00,2023,6,5,10.8,0.1,-9.3,4.8,207216.0,2.5,358.0,-1.72,3,-21,166.7,46
2023-01-06 06:00:00,2023,6,6,10.5,-1.2,-8.0,5.6,153073.0,3.7,364.0,-2.04,3,-17,166.7,57
2023-01-06 07:00:00,2023,6,7,10.9,-2.1,-10.3,0.4,197762.0,3.8,367.0,-0.15,3,-12,166.7,46
2023-01-06 08:00:00,2023,6,8,11.3,0.3,-10.3,4.1,115180.0,3.0,366.0,-1.5,3,-11,166.7,47
2023-01-06 09:00:00,2023,6,9,11.5,1.3,-10.1,4.4,155515.0,4.4,351.0,-1.54,7,-9,166.7,36
2023-01-06 10:00:00,2023,6,10,11.5,1.9,-10.5,3.9,125038.0,3.2,362.0,-1.41,7,-8,166.7,60
2023-01-06 11:00:00,2023,6,11,11.2,-4.1,-8.2,5.6,83102.0,3.5,394.0,-2.21,7,-9,166.7,43
2023-01-06 12:00:00,2023,6,12,9.1,-1.9,-6.0,6.0,236454.0,3.6,393.0,-2.36,10,-9,166.7,34
2023-01-06 13:00:00,2023,6,13,9.4,-1.0,-8.3,3.3,185441.0,3.1,396.0,-1.31,10,-8,166.7,36
2023-01-06 14:00:00,2023,6,14,10.0,-2.0,-6.2,7.2,128311.0,2.9,397.0,-2.86,10,-8,166.7,31
2023-01-06 15:00:00,2023,6,15,10.2,-2.3,-6.3,6.9,94752.0,2.6,400.0,-2.76,3,-8,166.7,25
2023-01-06 16:00:00,2023,6,16,10.6,-1.5,-8.0,6.0,159954.0,1.7,406.0,-2.44,3,-8,166.7,29
2023-01-06 17:00:00,2023,6,17,10.8,-0.4,-9.6,4.9,214917.0,1.8,398.0,-1.95,3,-10,166.7,38
2023-01-06 18:00:00,2023,6,18,10.9,-0.3,-9.8,4.3,220779.0,1.9,408.0,-1.75,13,-9,166.7,43
2023-01-06 19:00:00,2023,6,19,10.5,-1.1,-9.5,3.2,185869.0,2.1,427.0,-1.37,13,-8,166.7,75
2023-01-06 20:00:00,2023,6,20,9.3,-0.9,-7.1,1.8,112006.0,2.8,442.0,-0.8,13,-2,166.7,66
2023-01-06 21:00:00,2023,6,21,9.0,2.9,-6.5,-1.4,183416.0,3.0,452.0,0.63,13,0,166.7,57
2023-01-06 22:00:00,2023,6,22,7.3,-0.1,-5.0,-0.6,251850.0,4.1,451.0,0.27,13,3,166.7,53
2023-01-06 23:00:00,2023,6,23,8.8,1.7,-7.8,-1.3,216534.0,3.8,453.0,0.59,13,3,166.7,93
2023-01-07 00:00:00,2023,7,0,8.1,-2.6,-6.1,2.0,171134.0,3.5,451.0,-0.9,10,2,173.0,49
2023-01-07 01:00:00,2023,7,1,7.7,3.9,-6.0,-2.4,131298.0,3.2,446.0,1.07,10,-1,173.0,40
2023-01-07 02:00:00,2023,7,2,7.6,0.3,-7.0,1.6,111183.0,3.8,447.0,-0.72,10,-3,173.0,38
2023-01-07 03:00:00,2023,7,3,7.4,0.8,-7.1,0.4,92750.0,3.9,442.0,-0.18,23,-3,173.0,49
2023-01-07 04:00:00,2023,7,4,6.9,3.6,-4.4,-0.9,103288.0,3.8,426.0,0.38,23,-3,173.0,55
2023-01-07 05:00:00,2023,7,5,7.0,1.0,-6.0,-0.7,109300.0,4.4,445.0,0.31,23,-4,173.0,163
2023-01-07 06:00:00,2023,7,6,7.1,6.0,-3.2,-0.7,84013.0,3.6,398.0,0.28,10,-1,173.0,70
2023-01-07 07:00:00,2023,7,7,7.2,3.2,-5.4,1.9,69612.0,3.8,417.0,-0.79,10,2,173.0,37
2023-01-07 08:00:00,2023,7,8,8.0,4.8,-5.1,2.7,46764.0,3.8,407.0,-1.1,10,4,173.0,29
2023-01-07 09:00:00,2023,7,9,7.8,2.8,-5.2,4.7,50690.0,4.1,419.0,-1.97,3,6,173.0,21
2023-01-07 10:00:00,2023,7,10,7.0,4.8,-2.1,4.5,72673.0,4.2,405.0,-1.82,3,5,173.0,21
2023-01-07 11:00:00,2023,7,11,7.0,0.3,-3.6,5.3,67451.0,4.3,425.0,-2.25,3,2,173.0,19
2023-01-07 12:00:00,2023,7,12,7.0,-2.3,-5.1,3.8,55848.0,4.3,441.0,-1.68,3,1,173.0,23
2023-01-07 13:00:00,2023,7,13,6.8,2.7,-3.0,4.3,66216.0,4.3,404.0,-1.74,3,2,173.0,16
2023-01-07 14:00:00,2023,7,14,7.0,2.3,-3.9,4.9,57863.0,4.2,408.0,-2.0,3,4,173.0,20
2023-01-07 15:00:00,2023,7,15,7.0,2.2,-5.6,0.2,77623.0,4.7,412.0,-0.08,27,6,173.0,33
2023-01-07 16:00:00,2023,7,16,6.8,5.5,2.0,-0.7,77152.0,4.2,391.0,0.27,27,6,173.0,227
2023-01-07 17:00:00,2023,7,17,6.9,3.3,-2.8,1.8,80714.0,4.5,407.0,-0.73,27,-2,173.0,500
2023-01-07 18:00:00,2023,7,18,6.8,2.6,-4.6,3.2,81663.0,4.6,413.0,-1.32,23,-3,173.0,144
2023-01-07 19:00:00,2023,7,19,6.7,2.5,-4.0,2.6,93306.0,4.7,416.0,-1.08,23,-1,173.0,58
2023-01-07 20:00:00,2023,7,20,7.1,4.9,-3.5,1.1,76051.0,4.6,398.0,-0.44,23,1,173.0,70
2023-01-07 21:00:00,2023,7,21,6.6,1.8,-2.0,5.1,102907.0,5.1,420.0,-2.14,3,1,173.0,42
2023-01-07 22:00:00,2023,7,22,6.2,3.8,-1.7,1.5,100219.0,4.9,405.0,-0.61,3,3,173.0,30
2023-01-07 23:00:00,2023,7,23,6.2,3.7,-0.2,3.2,96426.0,5.1,405.0,-1.3,3,3,173.0,29
2023-01-08 00:00:00,2023,8,0,6.0,2.4,-3.5,-2.4,104024.0,5.2,409.0,0.98,20,3,177.8,33
2023-01-08 01:00:00,2023,8,1,5.8,3.9,0.2,-2.5,100793.0,5.0,398.0,0.99,20,-3,177.8,52
2023-01-08 02:00:00,2023,8,2,5.8,4.3,2.5,-1.3,99328.0,4.9,380.0,0.49,20,-9,177.8,136
2023-01-08 03:00:00,2023,8,3,6.7,2.9,-3.5,-4.9,,,,,23,-11,177.8,128
2023-01-08 04:00:00,2023,8,4,6.3,-0.1,-6.0,-0.7,,,,,23,-16,177.8,179
2023-01-08 05:00:00,2023,8,5,6.4,4.5,-4.4,0.3,,,,,23,-19,177.8,154
2023-01-08 06:00:00,2023,8,6,6.4,2.8,-2.9,3.7,,,,,20,-15,177.8,102
2023-01-08 07:00:00,2023,8,7,6.9,4.2,-4.5,1.6,,,,,20,-3,177.8,73
2023-01-08 08:00:00,2023,8,8,7.2,1.7,-4.3,5.2,,,,,20,6,177.8,52
2023-01-08 09:00:00,2023,8,9,5.0,2.7,0.4,-3.4,,,,,17,7,177.8,41
2023-01-08 10:00:00,2023,8,10,5.9,3.1,0.6,-3.7,,,,,17,7,177.8,103
2023-01-08 11:00:00,2023,8,11,5.7,2.1,-3.8,-3.5,,,,,17,-3,177.8,230
2023-01-08 12:00:00,2023,8,12,6.0,2.6,-4.9,-1.9,,,,,30,-6,177.8,577
2023-01-08 13:00:00,2023,8,13,6.0,2.9,-3.1,-3.5,,,,,30,-9,177.8,234
2023-01-08 14:00:00,2023,8,14,5.8,4.0,-3.3,-1.3,,,,,30,-8,177.8,227
2023-01-08 15:00:00,2023,8,15,5.8,3.6,-3.8,-1.2,76889.0,5.0,392.0,0.47,13,-8,177.8,201
2023-01-08 16:00:00,2023,8,16,5.7,3.1,-3.4,1.0,82132.0,5.1,394.0,-0.39,13,-11,177.8,162
2023-01-08 17:00:00,2023,8,17,5.8,1.9,-4.6,1.1,64513.0,5.0,400.0,-0.44,13,-11,177.8,74
2023-01-08 18:00:00,2023,8,18,5.8,2.7,-4.6,1.8,,,,,10,-8,177.8,115
2023-01-08 19:00:00,2023,8,19,5.6,2.9,-3.9,1.6,,,,,10,-1,177.8,74
2023-01-08 20:00:00,2023,8,20,5.5,1.5,-4.4,0.8,,,,,10,3,177.8,51
2023-01-08 21:00:00,2023,8,21,5.3,0.7,-4.7,2.0,,,,,7,5,177.8,40
2023-01-08 22:00:00,2023,8,22,4.9,1.1,-3.5,1.1,,,,,7,4,177.8,37
2023-01-08 23:00:00,2023,8,23,5.0,2.8,-3.1,-1.8,,,,,7,0,177.8,36
2023-01-09 00:00:00,2023,9,0,4.8,1.0,-3.8,-0.5,,,,,17,-3,184.7,40
2023-01-09 01:00:00,2023,9,1,4.3,1.5,-1.3,-1.0,,,,,17,-3,184.7,48
2023-01-09 02:00:00,2023,9,2,4.7,0.8,-3.4,-0.1,,,,,17,-5,184.7,55
2023-01-09 03:00:00,2023,9,3,4.7,-0.1,-3.7,2.6,,,,,3,-3,184.7,31
2023-01-09 04:00:00,2023,9,4,4.7,-0.1,-2.4,3.9,,,,,3,3,184.7,29
2023-01-09 05:00:00,2023,9,5,4.7,2.3,-1.0,3.5,,,,,3,5,184.7,32
2023-01-09 06:00:00,2023,9,6,4.7,3.1,-1.6,1.9,,,,,3,4,184.7,34
2023-01-09 07:00:00,2023,9,7,4.7,2.5,-2.7,-0.3,,,,,3,4,184.7,43
2023-01-09 08:00:00,2023,9,8,4.9,4.2,0.9,0.6,,,,,3,3,184.7,36
2023-01-09 09:00:00,2023,9,9,5.2,4.6,-1.4,-1.1,,,,,10,4,184.7,43
2023-01-09 10:00:00,2023,9,10,6.0,5.0,0.1,2.6,,,,,10,7,184.7,70
2023-01-09 11:00:00,2023,9,11,6.1,5.3,-1.7,0.9,,,,,10,9,184.7,110
2023-01-09 12:00:00,2023,9,12,6.2,4.4,-3.5,-0.5,34740.0,4.8,347.0,0.17,7,8,184.7,45
2023-01-09 13:00:00,2023,9,13,5.9,4.1,-2.6,-2.7,36814.0,4.8,345.0,0.93,7,4,184.7,71
2023-01-09 14:00:00,2023,9,14,5.2,3.0,-3.3,-1.6,49135.0,5.9,351.0,0.56,7,2,184.7,81
2023-01-09 15:00:00,2023,9,15,5.3,3.2,-3.2,-2.4,46296.0,5.9,347.0,0.83,17,2,184.7,220
2023-01-09 16:00:00,2023,9,16,5.6,3.2,-1.5,-3.6,37429.0,5.5,346.0,1.25,17,-1,184.7,213
2023-01-09 17:00:00,2023,9,17,5.8,2.3,-3.1,-3.1,34514.0,6.0,350.0,1.08,17,-2,184.7,221
2023-01-09 18:00:00,2023,9,18,5.8,2.6,-3.5,-3.1,32416.0,5.9,346.0,1.07,20,-6,184.7,283
2023-01-09 19:00:00,2023,9,19,6.0,5.2,-2.7,0.2,25165.0,5.5,328.0,-0.07,20,-9,184.7,167
2023-01-09 20:00:00,2023,9,20,6.1,4.5,-2.1,-1.5,33878.0,6.2,335.0,0.5,20,-5,184.7,54
2023-01-09 21:00:00,2023,9,21,6.1,4.4,-3.6,-1.0,28060.0,7.2,335.0,0.34,13,-2,184.7,34
2023-01-09 22:00:00,2023,9,22,6.7,4.9,-3.6,0.2,24174.0,6.9,332.0,-0.07,13,-2,184.7,33
2023-01-09 23:00:00,2023,9,23,6.3,2.7,-3.2,0.8,21295.0,8.8,329.0,-0.26,13,1,184.7,86
2023-01-10 00:00:00,2023,10,0,5.5,3.3,-2.9,-1.5,51173.0,9.8,331.0,0.5,7,2,186.6,97
2023-01-10 01:00:00,2023,10,1,6.6,3.0,-5.5,0.8,64168.0,9.4,341.0,-0.27,7,1,186.6,41
